Year,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2018,Derrick Favors,PF,26,UTA,23,647,20.1,0.606,0.067,0.291,9.4,18.4,13.8,11.4,1.5,3.1,12.8,20.2,1.4,0.9,2.4,0.175,1,2,3,0.8
2018,Kay Felder,PG,22,CHI,12,126,2.8,0.378,0.27,0.159,0.8,8.9,4.6,26.3,0.8,0.7,18.2,28.8,-0.5,0,-0.5,-0.194,-8.4,-4.1,-12.5,-0.3
2018,Cristiano Felicio,C,25,CHI,19,294,10,0.618,0,0.315,8.3,13.4,10.7,6.9,0.7,1.2,19.6,11.4,0.3,0.1,0.4,0.065,-3.3,-0.3,-3.6,-0.1
2018,Raymond Felton,PG,33,OKC,21,360,14.2,0.507,0.348,0.121,1.2,10.2,5.5,22.1,2.2,0.5,7.9,18.2,0.5,0.4,0.9,0.121,-0.9,-1.4,-2.3,0
2018,Terrance Ferguson,SG,19,OKC,14,89,0.7,0.371,0.5,0.111,2.5,4,3.2,1.6,1.1,1.1,9.6,10.2,-0.1,0.1,0,-0.018,-6.1,-1.3,-7.5,-0.1
2018,Yogi Ferrell,SG,24,DAL,23,643,9.1,0.538,0.509,0.289,1.1,9.4,5.1,10.5,1.4,0.4,13.7,15.8,0.1,0.5,0.6,0.045,-1.6,-0.1,-1.8,0
2018,Dorian Finney-Smith,PF,24,DAL,8,94,5.5,0.568,0.636,0.091,5.6,6.1,5.8,8.2,0,1,23.4,14.2,0,0,0,0.003,-2.8,-1.6,-4.4,-0.1
2018,Bryn Forbes,SG,24,SAS,22,341,11.5,0.558,0.475,0.098,2,7.2,4.6,7.4,0.7,0.5,5.9,17.8,0.4,0.3,0.7,0.101,-0.1,-2.6,-2.6,-0.1
2018,Evan Fournier,SF,25,ORL,23,737,16.8,0.594,0.399,0.208,2,8.9,5.5,15.3,1.6,0.6,11.5,23,1.3,0.2,1.5,0.096,2.5,-2,0.4,0.5
2018,De'Aaron Fox,PG,20,SAC,23,600,10.9,0.455,0.134,0.206,2.4,12.5,7.2,26.2,1.7,1,16.2,23.2,-0.6,0.2,-0.4,-0.033,-3.1,-1.4,-4.5,-0.4
2018,Tim Frazier,PG,27,WAS,22,386,10.3,0.487,0.351,0.182,2.1,13.1,7.7,30.3,2.6,0.7,29,13.3,0,0.5,0.5,0.063,-2.2,1.1,-1.2,0.1
2018,Channing Frye,C,34,CLE,21,251,13.7,0.632,0.534,0.068,2.3,22.2,12.6,7.6,1.2,1.4,9.6,14.7,0.4,0.2,0.6,0.12,0.2,-1.2,-1,0.1
2018,Markelle Fultz,SG,19,PHI,4,76,3.8,0.372,0,0.444,4.2,8.1,6.2,12.8,1.2,1.1,15.7,20.8,-0.2,0.1,-0.1,-0.082,-8,-1,-9,-0.1
2018,Danilo Gallinari,SF,29,LAC,9,287,11.2,0.484,0.467,0.252,0.8,15.4,7.9,14.4,1,0.6,9.2,19.9,0.1,0.1,0.2,0.041,-1.1,-2.2,-3.3,-0.1
2018,Langston Galloway,SG,26,DET,21,291,13.8,0.564,0.679,0.11,0.8,12.9,6.7,7.6,1.4,0.9,5,18.1,0.4,0.3,0.7,0.117,1,-1.6,-0.6,0.1
2018,Marc Gasol,C,33,MEM,22,762,17.9,0.523,0.272,0.309,3.5,26.7,15,22,1,4.2,14.5,28.1,0.1,1.1,1.2,0.076,-0.8,2.2,1.4,0.7
2018,Pau Gasol,C,37,SAS,22,568,20.7,0.59,0.27,0.308,6.5,27.7,17.1,19.7,0.8,4.3,12.9,19,1.3,1.1,2.4,0.203,1.4,3.3,4.7,1
2018,Rudy Gay,SF,31,SAS,21,461,18.4,0.557,0.226,0.312,5.8,19.9,12.8,12.1,2.3,2.2,14.1,25.6,0.4,0.9,1.3,0.132,-0.6,1,0.5,0.3
2018,Paul George,SF,27,OKC,21,781,18.9,0.554,0.447,0.218,2.2,16,8.9,15.5,3.5,1.6,11.4,25.2,1.1,1.4,2.5,0.156,1.9,1.3,3.2,1
2018,Marcus Georges-Hunt,SG,23,MIN,9,15,8.5,0.5,0.25,0,7.6,0,3.9,9.6,3.3,0,20,14.6,0,0,0,0.012,-1.5,-1.4,-2.9,0
2018,Taj Gibson,PF,32,MIN,23,750,14.7,0.597,0.086,0.259,9.3,19.7,14.4,6.8,1.5,1.4,13.8,14,1.3,0.5,1.8,0.113,0.8,0.7,1.5,0.7
2018,Manu Ginobili,SG,40,SAS,19,387,10.2,0.512,0.415,0.244,1.7,10.1,5.9,17.5,1.7,1.1,18.1,21.1,-0.2,0.5,0.4,0.045,-2.3,-0.7,-2.9,-0.1
2018,Rudy Gobert,C,25,UTA,12,406,20.2,0.661,0,0.6,9.3,27,17.8,5.9,0.9,6.7,16.5,16.8,0.9,0.7,1.6,0.193,-1,3.8,2.8,0.5
2018,Aaron Gordon,PF,22,ORL,21,694,21.6,0.633,0.417,0.309,4.6,22.4,13.7,10,1.5,2.2,9.2,21.7,1.9,0.6,2.5,0.169,3.6,0,3.6,1
2018,Eric Gordon,SG,29,HOU,19,600,14.1,0.554,0.657,0.318,0.8,6.7,3.7,14,1,0.8,12.7,27.2,0.6,0.5,1.1,0.09,0.3,-2.9,-2.6,-0.1
2018,Marcin Gortat,C,33,WAS,22,656,15.1,0.576,0,0.298,8.8,23.8,16.4,8.6,0.8,2.1,13.4,14.9,1,0.9,1.8,0.135,-0.7,2.1,1.4,0.6
2018,Treveon Graham,SG,24,CHO,12,210,8.1,0.467,0.383,0.213,4.6,9.1,6.9,11.6,1.9,0,8.9,11.7,0.1,0.2,0.3,0.065,-1.5,0.6,-0.9,0.1
2018,Jerami Grant,PF,23,OKC,21,473,15.3,0.595,0.273,0.43,5.8,14,9.7,6.8,1.7,4,12.1,15.9,0.8,0.7,1.5,0.15,-1.1,1.5,0.4,0.3
2018,Jerian Grant,PG,25,CHI,21,542,14.8,0.531,0.333,0.358,2.2,10.4,6.1,31.4,1.7,0.3,13.8,17.7,0.8,0.3,1.1,0.093,-0.2,-1.8,-2,0
2018,Danny Green,SG,30,SAS,21,609,11.6,0.51,0.518,0.073,1.8,13.9,7.9,11.1,2.1,2.9,13.8,17,-0.1,1,0.9,0.072,-1.4,2.1,0.7,0.4
2018,Draymond Green,PF,27,GSW,22,696,16.2,0.581,0.465,0.341,4.5,19.6,12.7,27.5,2.2,3.2,24.7,16,1.1,1.1,2.2,0.153,1.2,2.8,4,1.1
2018,JaMychal Green,PF,27,MEM,10,251,16.1,0.638,0.269,0.192,7.8,16.3,12,7.7,0.8,0.4,10.6,17.4,0.6,0.2,0.7,0.139,1.2,-1.6,-0.4,0.1
2018,Jeff Green,PF,31,CLE,23,482,16.6,0.583,0.241,0.376,4.9,12,8.6,11.3,1.8,1.1,10.8,20.4,1,0.3,1.3,0.126,0.5,-1.4,-0.8,0.1
2018,Blake Griffin,PF,28,LAC,19,680,20.6,0.542,0.329,0.388,4,20.8,12.2,24.9,1.3,0.8,12.1,30.1,1.3,0.5,1.8,0.124,3.1,-1.1,2.1,0.7
2018,Daniel Hamilton,SG,22,OKC,1,4,-10.4,0,0,0,0,0,0,0,0,0,0,10.8,0,0,0,-0.246,-14.4,-3.1,-17.4,0
2018,Tim Hardaway,SG,25,NYK,21,716,15.6,0.534,0.479,0.237,2.8,10.8,6.9,15.1,1.7,0.7,9.3,23.5,1.1,0.5,1.6,0.107,2.6,-0.8,1.8,0.7
2018,James Harden,SG,28,HOU,21,755,30.4,0.626,0.526,0.438,1.9,14.1,8.1,49.9,2.2,1.1,15.5,35.8,4,1.1,5.1,0.323,10.5,0.8,11.3,2.6
2018,Maurice Harkless,SF,24,POR,23,539,8.3,0.482,0.33,0.209,3.7,11.5,7.7,3.7,1.6,3,12.5,11.6,-0.1,0.9,0.8,0.072,-3.2,2.6,-0.5,0.2
2018,Montrezl Harrell,C,24,LAC,15,156,21.7,0.627,0,0.333,11.9,21.8,16.7,11.9,1.3,3.9,11.3,17.3,0.5,0.2,0.6,0.186,1.2,0.8,2,0.2
2018,Devin Harris,PG,34,DAL,17,314,15.1,0.552,0.402,0.419,2.3,11.7,6.8,17.5,2.2,0.3,9.8,21.9,0.5,0.3,0.8,0.125,0.7,-0.6,0.1,0.2
2018,Gary Harris,SG,23,DEN,20,657,15.8,0.599,0.502,0.117,2.2,7,4.6,12.6,2.9,1.2,12.6,18.1,1,0.6,1.6,0.12,2.5,-0.4,2.1,0.7
2018,Joe Harris,SG,26,BRK,21,489,13.7,0.612,0.69,0.125,1.7,10.5,6,9.3,1.2,0.9,8.3,16.4,0.8,0.2,1,0.102,2.1,-1.4,0.7,0.3
2018,Tobias Harris,PF,25,DET,22,720,19.4,0.601,0.401,0.142,3.5,15.5,9.3,8.2,0.8,0.5,4.6,22.5,2.1,0.6,2.6,0.176,3.4,-1.8,1.6,0.7
2018,Andrew Harrison,PG,23,MEM,16,248,10.2,0.501,0.443,0.253,1.9,9.9,5.9,14.2,1.4,1.5,12,18.6,0,0.2,0.2,0.038,-2.2,-1.4,-3.6,-0.1
2018,Josh Hart,SG,22,LAL,17,244,9.4,0.544,0.438,0.25,3,13.2,8.2,4.4,2.3,1.3,11.6,10.3,0.1,0.3,0.5,0.089,-2.8,1.2,-1.6,0
2018,Udonis Haslem,C,37,MIA,2,9,10.8,1,0,0,0,12.2,6.2,0,0,0,0,5,0,0,0,0.127,-2.3,-2.6,-4.9,0
2018,Gordon Hayward,SF,27,BOS,1,5,7.5,0.5,0.5,0,0,21.5,11,0,0,0,0,17.8,0,0,0,0.068,-5.5,-5.6,-11.1,0
2018,John Henson,C,27,MIL,20,468,15.3,0.585,0.019,0.389,9.4,25.5,17.4,9.2,0.9,6.1,18.1,15.2,0.5,0.6,1.1,0.112,-2.3,2.4,0.2,0.3
2018,Juan Hernangomez,PF,22,DEN,11,171,9.8,0.51,0.667,0.167,7,13.9,10.4,4.8,0.9,1,6.2,12,0.2,0.1,0.3,0.082,-0.4,-1.9,-2.2,0
2018,Willy Hernangomez,C,23,NYK,13,137,13.8,0.534,0.059,0.275,12.9,20.6,16.9,11.6,1.8,4.1,22.9,23.6,-0.1,0.2,0.1,0.027,-2.8,2.2,-0.6,0
2018,Mario Hezonja,SF,22,ORL,18,178,8.9,0.512,0.462,0.077,5,15.1,10.1,8.6,1.9,0.4,18.2,16,-0.1,0.1,0,0.003,-2.7,-0.9,-3.6,-0.1
2018,Buddy Hield,SG,24,SAC,21,466,16.7,0.552,0.397,0.112,3.5,16.4,9.6,12.3,2.5,0.6,11.1,24.4,0.3,0.3,0.7,0.069,1.2,-1.7,-0.5,0.2
2018,Nene Hilario,C,35,HOU,15,215,20.4,0.697,0.03,0.597,5.8,18.6,12.3,13.1,2,2.4,17.5,20.6,0.6,0.4,1,0.223,0.1,1.8,1.9,0.2
2018,George Hill,PG,31,SAC,21,538,12.3,0.556,0.322,0.243,1.8,11.5,6.4,14.3,1.7,0.7,13.4,16.3,0.4,0.2,0.6,0.054,-0.6,-1.3,-1.9,0
2018,Darrun Hilliard,SG,24,SAS,3,26,-7.9,0.2,0.4,0,0,8.6,4.3,5.1,1.9,0,37.5,13.8,-0.1,0,-0.1,-0.205,-11.9,0.3,-11.6,-0.1
2018,Jrue Holiday,PG,27,NOP,23,836,13.4,0.525,0.327,0.157,2,10.9,6.6,22.6,1.5,0.9,14.8,20.8,0.5,0.5,1,0.059,-0.6,-0.7,-1.3,0.1
2018,Justin Holiday,SG,28,CHI,20,689,11.8,0.497,0.562,0.179,1.6,11.8,6.4,10.3,1.8,1.5,7.8,20.5,0,0.5,0.4,0.031,-0.7,-0.8,-1.5,0.1
2018,John Holland,SF,29,CLE,4,17,-1.1,0.375,0.5,0,0,12.8,6.7,0,0,0,20,13,0,0,0,-0.135,-8.9,-5,-13.9,-0.1
2018,Rondae Hollis-Jefferson,SF,23,BRK,19,509,18,0.575,0.069,0.508,4.8,16.4,10.4,11.1,1.6,2,10.8,21.1,1,0.4,1.4,0.128,-0.6,0.5,-0.1,0.2
2018,Richaun Holmes,C,24,PHI,9,109,14.8,0.593,0.161,0.323,8.7,21.6,15.3,9.4,0.4,2.3,7.8,14.6,0.3,0.1,0.4,0.167,-0.5,0.3,-0.3,0
2018,Rodney Hood,SG,25,UTA,18,509,15.5,0.556,0.479,0.189,1.1,9.8,5.3,11.2,1.3,0.7,10.9,28.6,0.3,0.5,0.8,0.073,0.7,-2.9,-2.2,0
2018,Al Horford,C,31,BOS,22,714,19.7,0.643,0.329,0.196,4.1,22.6,13.5,26,0.9,2.6,17.7,18,1.7,1.4,3.1,0.205,2.4,3.3,5.7,1.4
2018,Dwight Howard,C,32,CHO,21,611,17.8,0.57,0.005,0.816,13.7,32.2,23,7,0.9,3.3,21.9,25.6,0,0.9,0.9,0.071,-3.5,1.4,-2.1,0
2018,Josh Huestis,PF,26,OKC,17,194,3.6,0.393,0.75,0.091,3.4,12.8,7.9,4.3,1.5,4.4,16.4,12.2,-0.3,0.3,0,0.002,-5.6,1.4,-4.2,-0.1
2018,Vince Hunter,F,23,MEM,1,3,28.7,1,0,0,38.5,39,38.7,0,0,0,50,30.8,0,0,0,0.004,-4.4,-10.7,-15.1,0
2018,Serge Ibaka,PF,28,TOR,19,511,13.6,0.573,0.438,0.151,3.5,20.3,12.2,2.9,0.6,4,10.4,19,0.4,0.6,1,0.094,-0.9,0,-0.9,0.1
2018,Andre Iguodala,SF,34,GSW,20,519,11.5,0.562,0.378,0.327,4.7,10.2,7.7,13.3,1,1.8,11.1,10.4,0.9,0.4,1.3,0.12,0.7,0.1,0.8,0.4
2018,Ersan Ilyasova,PF,30,ATL,11,229,10.8,0.44,0.467,0.173,7.8,19.9,13.8,4.4,2.8,0.8,4.7,16.2,0,0.2,0.2,0.05,-2,-0.5,-2.5,0
2018,Joe Ingles,SF,30,UTA,23,684,14,0.619,0.674,0.064,0.8,15.2,7.7,20.9,2,0.5,16.9,15.3,1,0.8,1.8,0.129,1.8,0.5,2.3,0.8
2018,Brandon Ingram,SF,20,LAL,22,737,12.6,0.529,0.125,0.407,2.7,13.7,8.2,12.5,1.3,1.9,14.5,21.8,0.1,0.9,0.9,0.062,-2.8,0.5,-2.4,-0.1
2018,Kyrie Irving,PG,25,BOS,23,728,24.9,0.592,0.328,0.266,1.7,9,5.4,32.1,2.4,0.7,10.2,30.6,2.4,1.2,3.6,0.237,6.3,-0.1,6.2,1.5
2018,Jonathan Isaac,PF,20,ORL,12,239,12.2,0.543,0.279,0.23,5.1,18.9,12.1,5.8,1.6,4.8,15.2,14.3,0.1,0.2,0.3,0.062,-2.7,2,-0.7,0.1
2018,Wesley Iwundu,SF,23,ORL,6,28,2.8,0.365,0,0.273,4,15.3,9.7,15.3,1.7,0,19.6,23.7,-0.1,0,-0.1,-0.167,-9.5,-1.7,-11.3,-0.1
2018,Jarrett Jack,PG,34,NYK,19,501,9.9,0.459,0.209,0.052,1.2,12.1,6.9,30.6,1,0.2,21.4,13,0.2,0.3,0.5,0.045,-2,-0.7,-2.8,-0.1
2018,Demetrius Jackson,PG,23,HOU,11,61,-0.7,0.286,0.429,0,7.4,12.8,10.1,11,3.2,1.4,41.7,17,-0.3,0.1,-0.2,-0.154,-9.9,2.9,-7,-0.1
2018,Josh Jackson,SF,20,PHO,24,509,8,0.445,0.271,0.303,3.8,14.3,9,7.5,2.7,0.8,15.7,23.6,-1.1,0.4,-0.7,-0.066,-4.8,-1.3,-6.1,-0.5
2018,Justin Jackson,SF,22,SAC,17,310,6.8,0.485,0.434,0.094,2.5,8.2,5.2,3.5,0.5,0.6,10.5,17.9,-0.2,0,-0.3,-0.044,-3.4,-3.9,-7.3,-0.4
2018,Reggie Jackson,PG,27,DET,22,609,19.8,0.587,0.313,0.269,2.7,8.7,5.6,33.5,1.4,0.1,15.5,25.5,1.6,0.4,2.1,0.162,3.4,-2,1.4,0.5
2018,LeBron James,PF,33,CLE,23,853,31.3,0.663,0.251,0.295,3.9,19.7,12.1,43.6,1.7,2.7,16.1,30.3,4.1,0.8,4.9,0.276,9.2,1.6,10.8,2.8
2018,Mike James,PG,27,PHO,24,546,14,0.469,0.319,0.266,2,12,6.9,28,1.8,0.9,12.6,23.8,0.1,0.2,0.3,0.025,-0.4,-2.1,-2.5,-0.1
2018,Al Jefferson,C,33,IND,10,139,21.6,0.578,0.018,0.211,8.9,28.6,18.9,12.3,1.7,4.2,11.4,22.1,0.3,0.2,0.5,0.169,-0.6,1.8,1.2,0.1
2018,Richard Jefferson,SF,37,DEN,7,54,5.7,0.387,0.333,0.417,0,6.3,3.1,17.3,0,0,0,11.2,0,0,0,0.023,-3.9,-4.5,-8.4,-0.1
2018,Jonas Jerebko,PF,30,UTA,18,292,16.5,0.656,0.488,0.119,6.8,20,13.2,8.7,0.9,0.9,6.4,14.6,0.8,0.3,1.2,0.192,2.4,-0.5,1.9,0.3
2018,Amir Johnson,C,30,PHI,20,308,15.6,0.508,0.127,0.304,15.1,23.9,19.6,12,2.1,4.1,15.2,14.2,0.4,0.6,0.9,0.144,-0.7,4,3.3,0.4
2018,Brice Johnson,PF,23,LAC,7,28,19.5,0.676,0.125,0.25,3.9,32.4,17.8,5.9,7.1,3.1,25.3,18.5,0,0.1,0.1,0.16,-2.5,4.8,2.4,0
2018,Dakari Johnson,C,22,OKC,11,76,14.8,0.514,0,0.571,11.5,7.8,9.7,10,2,5,7.1,16.1,0.1,0.1,0.3,0.16,-1.6,1.7,0.1,0
2018,James Johnson,PF,30,MIA,21,578,16,0.59,0.322,0.328,3.7,17.1,10.4,25.2,1.9,2.1,21.1,19.9,0.6,0.8,1.4,0.118,0.1,2.4,2.4,0.6
2018,Joe Johnson,SF,36,UTA,7,134,8.1,0.448,0.37,0.152,3.3,13.3,8.1,12.7,1.5,1.3,16.9,19.9,-0.2,0.1,-0.1,-0.018,-4.6,-0.3,-4.9,-0.1
2018,Stanley Johnson,SF,21,DET,19,563,7,0.48,0.507,0.162,1.2,11.2,6.1,5.8,2,0.8,11.6,13.4,-0.2,0.6,0.4,0.033,-2.3,1.1,-1.3,0.1
2018,Tyler Johnson,PG,25,MIA,21,569,9.8,0.49,0.489,0.21,1.8,11,6.4,11.6,1.1,2.4,11.3,18,-0.1,0.6,0.5,0.044,-2.4,0.7,-1.7,0.1
2018,Wesley Johnson,SF,30,LAC,21,530,11.7,0.574,0.489,0.176,2.1,13.9,7.9,6.2,2.1,3.5,12.4,13.2,0.4,0.5,0.9,0.079,-0.5,1.2,0.7,0.4
2018,Nikola Jokic,C,22,DEN,21,618,24.7,0.609,0.286,0.245,9.7,30.7,20,24.9,2.3,1.8,14.7,21.7,2,0.9,2.9,0.228,4.6,2.6,7.2,1.4
2018,Derrick Jones,SF,20,PHO,6,33,18.4,0.678,0.5,1.5,6.2,6.4,6.3,11.9,1.4,9.4,13.1,9.5,0.1,0,0.1,0.174,0.8,3.1,3.8,0
2018,Jalen Jones,SF,24,NOP,3,10,14.5,0.644,0.333,0.667,0,21.3,11,0,0,0,0,16.9,0,0,0,0.182,-2.8,-7,-9.8,0
2018,Tyus Jones,PG,21,MIN,23,412,12.8,0.524,0.392,0.253,1.7,10.8,6.2,22.5,3,0.4,14.6,10.9,0.5,0.3,0.9,0.1,0.3,-0.1,0.2,0.2
2018,DeAndre Jordan,C,29,LAC,21,677,18.4,0.671,0,0.429,15.8,32.6,24,4.3,0.8,3,19.8,12.7,1.5,0.7,2.2,0.158,0.1,0.6,0.7,0.5
2018,Cory Joseph,PG,26,IND,23,561,11.7,0.524,0.365,0.173,1,10.8,6,16.3,2.2,0.9,13.4,15.1,0.4,0.4,0.8,0.069,-0.6,0,-0.6,0.2
2018,Frank Kaminsky,PF,24,CHO,20,484,12.8,0.529,0.378,0.229,2.2,14.7,8.5,10.1,0.6,0.7,8.4,20.3,0.4,0.3,0.7,0.072,-0.8,-1.1,-1.9,0
2018,Enes Kanter,C,25,NYK,18,470,25.3,0.68,0.006,0.244,17.3,27.2,22.5,8.5,1.3,1.8,14.3,20.1,1.7,0.6,2.4,0.241,4.2,0.9,5.1,0.8
2018,Luke Kennard,SG,21,DET,17,281,10.9,0.546,0.427,0.135,0.8,10.8,5.7,11,2.1,0.3,15.7,18.8,0,0.3,0.3,0.049,-1.9,-0.6,-2.5,0
2018,Michael Kidd-Gilchrist,SF,24,CHO,15,388,12.5,0.515,0.008,0.21,4.1,12.9,8.5,4.5,1.1,2.6,3.7,15.1,0.4,0.4,0.7,0.091,-2.6,1.1,-1.5,0.1
2018,Sean Kilpatrick,SG,28,BRK,15,178,5.8,0.423,0.482,0.224,0.6,20.5,10.2,12.4,0.5,0.4,14.6,25.5,-0.4,0.1,-0.4,-0.098,-6.3,-2.9,-9.2,-0.3
2018,Maxi Kleber,PF,26,DAL,17,251,11.8,0.58,0.371,0.194,7.5,14.6,10.9,3.8,0.8,1.1,9.4,13.3,0.3,0.2,0.5,0.1,-1.5,-0.5,-2,0
2018,Furkan Korkmaz,SG,20,PHI,5,12,8.1,0.291,0.667,0.333,8.8,17,13,11.1,3.9,0,0,23.7,0,0,0,-0.014,-3.2,-0.9,-4.1,0
2018,Kyle Korver,SG,36,CLE,23,508,15.6,0.68,0.811,0.183,0.7,10.3,5.7,5.8,1,1.9,8.3,16.8,1.3,0.2,1.4,0.136,3.6,-2.4,1.2,0.4
2018,Kosta Koufos,C,28,SAC,23,424,14.1,0.532,0,0.384,9.6,26.3,17.5,8.8,1.4,3.2,13,12.3,0.4,0.4,0.8,0.09,-2.4,1.6,-0.8,0.1
2018,Kyle Kuzma,PF,22,LAL,21,652,15.1,0.589,0.338,0.216,5,16.1,10.6,8.2,0.6,0.2,12.5,21.5,0.8,0.6,1.4,0.105,0.1,-1.8,-1.6,0.1
2018,Mindaugas Kuzminskas,SF,28,NYK,1,2,-41.8,0,0,0,0,0,0,0,0,0,0,43.6,0,0,0,-1.029,-36.4,-12,-48.4,0
2018,Skal Labissiere,PF,21,SAC,23,393,13.8,0.501,0.057,0.253,8.4,19.4,13.6,6.8,1.2,3.6,12.5,23,0,0.3,0.2,0.027,-3.8,-1,-4.8,-0.3
2018,Jeremy Lamb,SG,25,CHO,21,603,18.4,0.565,0.31,0.291,1.4,17.6,9.6,20.4,1.5,1.4,11.2,23.8,1,0.7,1.7,0.135,1.7,0.8,2.4,0.7
2018,Shane Larkin,PG,25,BOS,17,163,5.2,0.367,0.385,0.231,0.7,7.9,4.4,17.6,1.5,0,6.5,16.7,-0.2,0.2,0.1,0.022,-4.8,-1.1,-5.9,-0.2
2018,Joffrey Lauvergne,C,26,SAS,11,112,8.8,0.4,0.088,0.235,13,23.9,18.4,11.9,0.9,0,15.7,17.8,-0.1,0.2,0.1,0.026,-4.7,-0.1,-4.9,-0.1
2018,Jake Layman,SF,23,POR,10,48,10.3,0.438,0.375,0,0,11.2,5.7,6.3,3.1,3.3,0,14.5,0,0.1,0.1,0.098,-3.3,2.3,-1,0
2018,T.J. Leaf,PF,20,IND,19,204,12.1,0.574,0.328,0.109,7.2,11.4,9.3,3.5,0.9,0.8,8.2,15.6,0.3,0.1,0.4,0.085,-0.2,-2.6,-2.8,0
2018,Courtney Lee,SG,32,NYK,21,686,15.3,0.604,0.371,0.188,1.9,10.9,6.6,13.3,2.2,0.4,10.3,15.5,1.4,0.6,2,0.138,2.5,0.7,3.3,0.9
2018,Alex Len,C,24,PHO,20,460,17.8,0.572,0,0.692,14.8,27.8,21.2,5.3,0.6,3,14.2,16.3,0.9,0.3,1.3,0.132,-1.1,-0.5,-1.7,0
2018,Meyers Leonard,PF,25,POR,8,87,21.3,0.696,0.364,0.152,3.8,24.6,14.4,8.3,1.1,0,5.4,18.6,0.3,0.1,0.5,0.261,3,-1.1,1.9,0.1
2018,Jon Leuer,PF,28,DET,8,136,8.8,0.505,0.083,0.417,5.7,21.5,13.4,5.1,0.4,1.9,15.8,16.3,0,0.1,0.1,0.046,-5.3,-0.2,-5.5,-0.1
2018,Caris LeVert,SF,23,BRK,22,568,10.6,0.479,0.364,0.243,2.1,13.6,7.7,18.5,2.3,1.1,16.8,20.8,-0.5,0.5,0,-0.001,-2.5,0.4,-2.1,0
2018,DeAndre Liggins,SG,29,MIL,18,285,5,0.447,0.596,0.106,0.8,8.4,4.6,6.5,2.6,2.5,18.3,9.7,-0.3,0.3,0,0.003,-3.7,0.8,-2.9,-0.1
2018,Damian Lillard,PG,27,POR,23,844,23.8,0.568,0.403,0.382,3.3,11.6,7.5,30.1,1.3,1.1,11.6,30.1,2.6,1.2,3.8,0.217,6.2,-0.2,6,1.7
2018,Jeremy Lin,PG,29,BRK,1,25,16.3,0.597,0.167,0.583,0,0,0,25.9,0,0,16.6,30,0.1,0,0,0.093,-2.6,-10.1,-12.7,-0.1
2018,Shaun Livingston,PG,32,GSW,21,328,11.1,0.525,0.011,0.152,5.2,8.4,6.9,16.9,1.3,1.4,15.5,15.2,0.3,0.3,0.6,0.086,-1.9,-0.9,-2.8,-0.1
2018,Kevon Looney,C,21,GSW,16,178,12.4,0.522,0,0.45,11.6,17.1,14.6,5.6,1.9,6.7,17.3,14,0.1,0.3,0.4,0.109,-2.7,3.1,0.4,0.1
2018,Brook Lopez,C,29,LAL,22,512,17.2,0.536,0.347,0.227,5.6,14.6,10.1,12.3,0.8,5.8,11,25.2,0.4,0.7,1.2,0.11,-0.5,1,0.4,0.3
2018,Robin Lopez,C,29,CHI,21,629,14.7,0.534,0.029,0.153,9.5,10.4,9.9,12.8,0.5,2.1,13.1,20.8,0.4,0.2,0.7,0.051,-1.4,-0.6,-2,0
2018,Kevin Love,C,29,CLE,23,681,23.8,0.617,0.385,0.446,10.7,28,19.7,10.3,1.2,1.3,11.9,26.1,2.3,0.6,3,0.21,3.4,-1.5,1.8,0.7
2018,Kyle Lowry,PG,31,TOR,21,686,20,0.625,0.617,0.258,2.3,19.4,11.1,30.7,1.2,0.4,16.4,21.2,2.1,0.7,2.8,0.199,5.6,0.2,5.8,1.4
2018,Timothe Luwawu-Cabarrot,SF,22,PHI,21,342,9.3,0.546,0.582,0.287,2.2,8.7,5.5,7.6,1.1,0.2,12.1,18.9,0.2,0.3,0.4,0.062,-0.9,-2.3,-3.3,-0.1
2018,Tyler Lydon,PF,21,DEN,1,2,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.009,-5.4,-0.6,-5.9,0
2018,Trey Lyles,PF,22,DEN,17,191,17.5,0.625,0.385,0.246,5.7,19.5,12.5,5.6,1,2.7,12.2,18.4,0.4,0.2,0.5,0.138,-0.1,-1.6,-1.7,0
2018,Shelvin Mack,PG,27,ORL,18,323,12.6,0.468,0.299,0.221,1.7,10.3,6.1,34.3,1.6,0.5,16.8,13.6,0.4,0.1,0.5,0.071,-1.6,-2.2,-3.7,-0.1
2018,Josh Magette,PG,28,ATL,8,64,12.6,0.472,0.333,0.333,1.8,8.9,5.3,35.3,1.5,0,12.7,10.8,0.1,0,0.1,0.107,-1.8,-3.7,-5.4,-0.1
2018,Ian Mahinmi,C,31,WAS,22,315,8.2,0.52,0,0.536,14,15,14.5,5.2,1.3,2.7,26.5,13.1,0,0.4,0.4,0.066,-2.8,1.9,-0.8,0.1
2018,Thon Maker,C,20,MIL,21,397,9.3,0.49,0.385,0.253,6.3,15.6,10.9,5.3,1.9,3.4,12.9,13.5,0,0.4,0.4,0.052,-2.7,0.5,-2.2,0
2018,Boban Marjanovic,C,29,DET,5,30,22.8,0.641,0,0.8,18.5,11.7,15.2,6.3,3.3,2.8,25.7,39.9,0,0,0.1,0.093,-2.2,-1.2,-3.4,0
