Year,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2018,Alex Abrines,SG,24,OKC,19,289,6.7,0.508,0.671,0.157,2.6,8.2,5.3,3.5,1.7,0.3,8.6,12.3,0.1,0.3,0.4,0.067,-2.5,-1.3,-3.8,-0.1
2018,Quincy Acy,PF,27,BRK,17,301,7.1,0.519,0.795,0.282,3,21,11.8,5.4,0.9,1,17,14.6,-0.1,0.2,0.1,0.017,-2.8,-0.8,-3.6,-0.1
2018,Steven Adams,C,24,OKC,18,560,20.6,0.662,0,0.32,15.2,13.9,14.6,4.1,2.1,3.5,15.1,15.9,1.5,0.9,2.4,0.203,1.2,1.7,2.9,0.7
2018,Bam Adebayo,C,20,MIA,13,191,16.9,0.631,0,0.537,11.1,19,15.1,1.6,2.6,3,15.1,14,0.3,0.3,0.7,0.168,-2.3,1.8,-0.5,0.1
2018,Arron Afflalo,SG,32,ORL,17,199,2.4,0.396,0.472,0.278,0.6,12.9,6.8,5.7,0.2,1.2,12.9,10.1,-0.2,0,-0.2,-0.046,-5.4,-1.2,-6.5,-0.2
2018,Cole Aldrich,C,29,MIN,5,10,0.8,0.174,0,1,0,11.7,5.8,12.1,5,0,0,12.6,0,0,0,-0.075,-7.6,1.5,-6.1,0
2018,LaMarcus Aldridge,PF,32,SAS,22,731,26.3,0.586,0.1,0.316,10.7,16.5,13.6,12.8,0.9,3.1,6.9,28.5,2.6,1.1,3.7,0.245,4.1,0.1,4.2,1.2
2018,Jarrett Allen,C,19,BRK,14,217,14.8,0.547,0.019,0.404,9.8,16.8,13.2,4.6,1.9,3.6,8.9,12.8,0.3,0.2,0.6,0.123,-1.9,1.9,0,0.1
2018,Tony Allen,SG,36,NOP,19,254,8.9,0.514,0.145,0.229,8.5,11.3,10,5.1,1.9,1,17.2,18.9,-0.1,0.2,0.1,0.012,-4,-1.1,-5.1,-0.2
2018,Al-Farouq Aminu,PF,27,POR,10,289,14.3,0.584,0.543,0.171,5.7,22.2,14.1,7.2,1.2,2.8,11.7,12.8,0.4,0.5,0.9,0.156,-0.2,2.5,2.4,0.3
2018,Justin Anderson,SF,24,PHI,10,126,9.6,0.489,0.542,0.146,8.4,13.8,11.1,3.4,1.1,0.7,7.3,18.1,0.1,0.1,0.2,0.071,-1.5,-2.5,-4,-0.1
2018,Kyle Anderson,SF,24,SAS,22,609,16.9,0.57,0.072,0.336,5.7,18.9,12.3,16.3,2.1,2.6,13.4,14.8,1,1.1,2.1,0.167,-0.1,3.3,3.2,0.8
2018,Ryan Anderson,PF,29,HOU,20,600,14.3,0.639,0.781,0.144,5.1,16.3,10.7,3.5,0.5,1.3,7.9,15.6,1.3,0.6,1.9,0.152,1.9,-1,0.9,0.4
2018,Ike Anigbogu,C,19,IND,6,17,5.2,0.34,0,0.4,13.3,13,13.1,0,2.8,4.9,25.4,20.2,-0.1,0,0,-0.114,-10.9,-1.2,-12.1,0
2018,Giannis Antetokounmpo,PF,23,MIL,20,741,31.3,0.61,0.088,0.469,6.2,26.7,16.4,23.7,2.4,4.2,10.3,33.3,2.9,1.2,4.1,0.263,5.5,2.3,7.8,1.8
2018,Carmelo Anthony,SF,33,OKC,20,646,16.3,0.534,0.394,0.237,2.5,19.9,10.9,8.3,1.3,2,8.4,26.3,0.7,0.9,1.6,0.119,-0.9,-1.4,-2.3,-0.1
2018,OG Anunoby,SF,20,TOR,21,395,12.6,0.606,0.55,0.22,3.6,8.5,6.1,6.9,2.2,0.2,6.8,13.1,0.7,0.4,1.1,0.134,2.4,-0.1,2.3,0.4
2018,Ryan Arcidiacono,PG,23,CHI,1,5,-13.3,0,1,0,0,0,0,26.6,0,0,0,17.6,0,0,0,-0.374,-12.7,-10.4,-23.1,0
2018,Trevor Ariza,SF,32,HOU,19,649,12.6,0.601,0.758,0.118,2.1,12.9,7.5,9.1,2.1,0.4,10.1,13.9,1,0.8,1.8,0.135,1.6,1.1,2.7,0.8
2018,Darrell Arthur,PF,29,DEN,3,24,-7.7,0.143,0.571,0,4.6,9.4,6.9,5.3,2,0,22.2,16,-0.1,0,-0.1,-0.239,-10.5,-1.8,-12.3,-0.1
2018,Omer Asik,C,31,NOP,2,24,11.1,0.509,0,0.333,4.7,31.1,18.3,5.8,0,0,0,12.5,0,0,0,0.094,-4.8,-2.1,-6.9,0
2018,D.J. Augustin,PG,30,ORL,16,319,16.4,0.649,0.416,0.404,1.7,7.7,4.8,27.3,1.9,0,19.9,17.8,0.8,0.1,0.8,0.126,1.8,-2.7,-1,0.1
2018,Luke Babbitt,SF,28,ATL,19,372,13.3,0.652,0.658,0.111,1.2,13.5,7.3,6.9,0.8,0.7,9.6,16,0.7,0.1,0.7,0.094,1.5,-2.4,-0.9,0.1
2018,Dwayne Bacon,SG,22,CHO,20,382,5.3,0.438,0.296,0.112,0.3,20.6,10.5,7.2,0.8,0.4,11.2,13.2,-0.3,0.3,0,-0.001,-5.2,0.5,-4.7,-0.3
2018,Ron Baker,SG,24,NYK,5,57,11.2,0.485,0.333,1.111,0,7.6,4,31.5,5.2,0,34.3,15.6,-0.1,0.1,0,0.032,-3.6,0.4,-3.2,0
2018,Lonzo Ball,PG,20,LAL,22,735,10.2,0.383,0.445,0.122,4.7,17.5,11.2,29.1,2,1.8,18.9,18,-0.9,1.1,0.2,0.011,-3,2.3,-0.7,0.2
2018,J.J. Barea,PG,33,DAL,23,511,18.4,0.553,0.483,0.167,1.4,13.9,7.4,42.4,1.1,0.2,15.7,26.8,0.8,0.4,1.1,0.107,3.5,-1.7,1.7,0.5
2018,Harrison Barnes,PF,25,DAL,23,809,15.2,0.533,0.246,0.33,3.6,20.5,11.7,9.7,1,0.3,10.2,24.4,0.5,0.7,1.2,0.073,-1.5,-0.6,-2.1,0
2018,Will Barton,SG,27,DEN,22,650,17.7,0.59,0.424,0.276,3,16.2,9.5,15,1.7,1.6,13,21.8,1.2,0.6,1.8,0.132,2,-0.6,1.4,0.6
2018,Nicolas Batum,SG,29,CHO,8,219,11.2,0.475,0.444,0.21,2,11.6,6.8,22,1.3,0.8,14.5,20.5,0,0.2,0.1,0.029,-1.5,-0.5,-2,0
2018,Jerryd Bayless,SG,29,PHI,16,446,9,0.571,0.516,0.254,1.2,7.3,4.3,10,1.1,0.6,14.5,14.7,0.3,0.3,0.6,0.069,-0.8,-0.8,-1.7,0
2018,Aron Baynes,C,31,BOS,24,432,13.2,0.514,0.026,0.302,12,19.7,15.9,7.9,1,3.1,15.4,16,0.3,0.8,1.1,0.124,-2.9,2.7,-0.2,0.2
2018,Kent Bazemore,SG,28,ATL,22,628,14,0.515,0.364,0.329,1.6,15.8,8.6,17.8,3.2,1.6,16.3,21.8,0,0.6,0.6,0.044,-1.3,1.2,-0.1,0.3
2018,Bradley Beal,SG,24,WAS,22,762,19.5,0.57,0.337,0.321,2.8,11.1,7,16.8,1.7,1.3,12.4,28.7,1.2,0.8,2,0.129,2.6,-0.6,2.1,0.8
2018,Malik Beasley,SG,21,DEN,19,159,9.5,0.511,0.449,0.224,4.1,15.6,9.8,9.1,0.9,0,12.9,16.6,0,0.1,0.1,0.039,-2.3,-2.7,-5,-0.1
2018,Michael Beasley,PF,29,NYK,15,216,12.5,0.526,0.098,0.217,8.2,19.1,13.9,10.5,0.2,2.6,19.9,25.4,-0.2,0.2,0,-0.005,-3.9,-0.7,-4.6,-0.1
2018,Marco Belinelli,SG,31,ATL,22,569,15.9,0.564,0.516,0.201,1,8.8,4.9,15.3,2.3,0.2,8.4,20.1,1,0.2,1.2,0.1,2,-2,0,0.3
2018,Jordan Bell,C,23,GSW,17,168,24,0.741,0,0.043,13,19.4,16.5,13.4,2.8,8,18.7,15.1,0.5,0.4,0.9,0.252,3,5.2,8.3,0.4
2018,DeAndre' Bembry,SF,23,ATL,8,120,5.8,0.419,0.154,0.231,0.9,19,9.9,10.9,2.9,3.1,23.2,20.5,-0.4,0.1,-0.3,-0.102,-8.4,1.8,-6.6,-0.1
2018,Dragan Bender,PF,20,PHO,24,508,7.5,0.528,0.655,0.134,2,15.8,8.8,6.4,0.7,2.1,17.1,12.3,-0.1,0.2,0.1,0.01,-2.3,-0.7,-3,-0.1
2018,Davis Bertans,PF,25,SAS,18,111,11.6,0.6,0.853,0.235,0,14.1,7,9.4,1.4,1.5,13.8,17.6,0.1,0.2,0.3,0.111,0,-1.3,-1.2,0
2018,Patrick Beverley,SG,29,LAC,11,334,13.2,0.53,0.504,0.143,5.2,9.8,7.5,14.9,2.8,1.3,16.5,19.8,0.1,0.3,0.4,0.059,0.9,-0.3,0.6,0.2
2018,Khem Birch,C,25,ORL,3,10,10.6,0.4,0,0,22.2,0,10.9,15.6,0,0,0,21.6,0,0,0,0.046,0.6,-4.5,-3.9,0
2018,Jabari Bird,SG,23,BOS,2,16,3.2,0.469,1,5,0,6.7,3.4,0,0,0,0,8.9,0,0,0,0.061,-3.7,-2.6,-6.3,0
2018,Bismack Biyombo,C,25,ORL,23,362,10.7,0.524,0.013,0.571,10.1,21.6,16,2.6,0.4,6.4,21.2,14.6,-0.1,0.3,0.2,0.033,-5.3,1.3,-4,-0.2
2018,Nemanja Bjelica,PF,29,MIN,18,275,18,0.725,0.494,0.145,3.3,18.3,10.7,7.3,1.8,1.3,12.8,16.1,0.7,0.2,0.9,0.164,3.2,-1,2.2,0.3
2018,Tarik Black,C,26,HOU,16,148,15.8,0.585,0.15,0.4,13,24.8,18.9,6.1,2,5.1,17.5,16.7,0.2,0.3,0.5,0.172,-2.4,3.1,0.8,0.1
2018,Antonio Blakeney,SG,21,CHI,11,163,8.3,0.457,0.364,0.247,1.9,11.7,6.5,7.4,0.6,0,8.6,25.2,-0.2,0,-0.2,-0.058,-4.9,-4.6,-9.5,-0.3
2018,Eric Bledsoe,PG,28,TOT,14,417,18.4,0.533,0.316,0.385,3.3,11,7.1,23.7,3.2,2.1,15.8,28,0.2,0.5,0.7,0.075,0.5,-0.6,-0.1,0.2
2018,Vander Blue,SG,25,LAL,4,28,-3.1,0.333,0,0,0,3.7,1.9,4.4,0,0,40,7.4,-0.1,0,-0.1,-0.094,-9.3,-1.1,-10.4,-0.1
2018,Bogdan Bogdanovic,SG,25,SAC,20,478,12.8,0.543,0.359,0.186,1.4,9.9,5.4,13.8,2.2,1.4,15,20,0,0.2,0.3,0.028,-1,-1.3,-2.3,0
2018,Bojan Bogdanovic,SF,28,IND,23,716,14.3,0.628,0.454,0.187,0.9,10.5,5.8,5.5,0.9,0.1,8.7,18.1,1.3,0.2,1.5,0.104,2,-2.5,-0.5,0.3
2018,Andrew Bogut,C,33,LAL,14,112,11,0.615,0,0,9.4,30.6,20.1,10.5,0.8,7.1,43.5,8.5,0,0.2,0.2,0.086,-5.7,5.5,-0.3,0
2018,Joel Bolomboy,PF,24,MIL,5,31,8.1,0.377,0.25,1.5,19.1,11.5,15.3,0,3.2,0,23.1,12.8,0,0,0,0.014,-4.9,-3.9,-8.8,-0.1
2018,Devin Booker,SG,21,PHO,23,773,18.5,0.572,0.352,0.279,1.4,12.2,6.7,20.8,1.1,0.6,13.6,29.2,1.2,0.2,1.4,0.086,3.1,-3.1,0,0.4
2018,Trevor Booker,PF,30,BRK,17,376,15.5,0.537,0.085,0.289,10,21.1,15.4,13.6,1,1,14.9,20.7,0.3,0.2,0.6,0.072,-1.3,0.1,-1.2,0.1
2018,Avery Bradley,SG,27,DET,22,697,12.7,0.538,0.333,0.176,2.2,7.4,4.7,9.9,2.4,0.5,14.7,24.3,-0.1,0.7,0.6,0.043,-1.1,-0.7,-1.8,0
2018,Tony Bradley,C,20,UTA,7,21,2.2,0.202,0.111,0.222,15.9,28.4,21.9,6.5,0,0,0,21.3,-0.1,0,-0.1,-0.13,-10.6,-3.5,-14.1,-0.1
2018,Corey Brewer,SF,31,LAL,22,272,8.3,0.501,0.291,0.327,1.9,9.5,5.8,8.3,3.1,1.2,16,11.5,0,0.4,0.4,0.063,-3.8,1.8,-2,0
2018,Malcolm Brogdon,PG,25,MIL,20,600,14.7,0.576,0.352,0.155,0.6,10.1,5.4,19.3,1.6,0.6,12,19.8,0.8,0.4,1.1,0.092,0.8,-2.5,-1.7,0
2018,Aaron Brooks,PG,33,MIN,11,53,16.4,0.594,0.476,0.095,4.3,8.8,6.6,20.7,0.9,0,8.4,19.7,0.1,0,0.2,0.141,3.5,-4.2,-0.7,0
2018,Dillon Brooks,SF,22,MEM,22,644,8.1,0.54,0.335,0.2,2.9,11.4,7.1,7.1,1.7,1.7,18,14.7,-0.2,0.6,0.4,0.027,-2.7,0.8,-1.9,0
2018,Bobby Brown,PG,33,HOU,15,100,2.7,0.389,0.688,0.042,0,7.8,3.9,13.4,1.4,0,14.1,24.6,-0.3,0.1,-0.2,-0.102,-6.6,-3.5,-10,-0.2
2018,Jaylen Brown,SF,21,BOS,23,731,14.1,0.556,0.387,0.336,3.7,16.3,10.2,6.3,1.8,0.8,10.4,21.1,0.6,1.3,1.9,0.123,-0.5,0.7,0.2,0.4
2018,Lorenzo Brown,PG,27,TOR,4,46,5.2,0.167,0.5,0,0,17,8.8,12.9,3.2,0,0,5.8,0,0.1,0,0.033,-3.8,3,-0.8,0
2018,Sterling Brown,SG,22,MIL,5,29,8,0.375,0.333,0,8.2,12.3,10.2,10.3,3.5,0,7.7,20.6,-0.1,0,0,-0.028,-3.9,-1.9,-5.8,0
2018,Nicolas Brussino,SF,24,ATL,4,10,-4.7,0,1,0,0,34.2,17,0,0,0,0,8.8,0,0,0,-0.188,-13.2,-5.1,-18.3,0
2018,Reggie Bullock,SF,26,DET,11,166,6.3,0.37,0.594,0.125,2,6.4,4.1,9.4,2.4,1,8.2,9.7,-0.1,0.2,0.1,0.024,-3.1,1.1,-2,0
2018,Alec Burks,SG,26,UTA,22,410,15.6,0.542,0.333,0.23,1.1,18,9.2,7.6,2.6,1.5,8.6,21.9,0.3,0.6,0.9,0.108,-1.6,0.1,-1.5,0.1
2018,Jimmy Butler,SG,28,MIN,21,764,18.1,0.539,0.203,0.34,3.7,13.3,8.5,19.4,2.5,0.7,11.3,22.3,1.3,0.5,1.9,0.117,1.9,0,1.9,0.8
2018,Bruno Caboclo,SF,22,TOR,2,7,-0.1,0,1,0,0,16,8.3,16.6,7,0,0,12.6,0,0,0,-0.122,-6,4.4,-1.7,0
2018,Jose Calderon,PG,36,CLE,14,188,6.7,0.597,0.56,0.24,1.3,6.4,3.9,14.5,1.6,0,26.6,8.9,0.1,0,0.2,0.04,-1.7,-1.9,-3.6,-0.1
2018,Kentavious Caldwell-Pope,SG,24,LAL,20,686,12.2,0.532,0.504,0.233,2.8,13.3,8.1,10.2,2.2,0.8,12.3,17.7,0.3,0.9,1.2,0.083,-0.5,0.7,0.2,0.4
2018,Isaiah Canaan,SG,26,HOU,1,4,-7.3,0,0,0,0,27.8,14,0,0,0,0,10.8,0,0,0,-0.212,-16.9,-3.4,-20.2,0
2018,Clint Capela,C,23,HOU,21,543,26.3,0.678,0.005,0.335,14.4,34.4,24.5,8.9,1.4,5.6,13.8,19.6,1.9,1.2,3.1,0.276,1.1,4,5.1,1
2018,DeMarre Carroll,SF,31,BRK,20,594,15.9,0.566,0.5,0.395,6.1,18.8,12.3,8.3,1.7,1.2,9.9,19.1,1,0.5,1.4,0.117,1.3,0,1.3,0.5
2018,Vince Carter,SF,41,SAC,14,164,3.9,0.38,0.565,0.13,0.7,12.6,6.3,7.9,1.9,2.3,11,15,-0.3,0.1,-0.2,-0.063,-5.1,-0.7,-5.8,-0.2
2018,Michael Carter-Williams,PG,26,CHO,10,183,11.5,0.437,0.22,0.64,5.9,11.6,8.7,23.8,2.9,1.9,19,18.8,-0.1,0.2,0.2,0.049,-2.7,2.3,-0.4,0.1
2018,Alex Caruso,PG,23,LAL,2,19,4.8,0.5,0,0,0,10.9,5.5,26.8,0,0,50,8.8,0,0,0,-0.023,-8.1,-2.7,-10.8,0
2018,Omri Casspi,SF,29,GSW,19,268,17.5,0.682,0.132,0.316,4.1,25,15.5,9.5,1.1,3.2,13.9,16.1,0.6,0.4,1,0.181,-0.1,0.7,0.6,0.2
2018,Willie Cauley-Stein,C,24,SAC,23,565,17.2,0.536,0.031,0.284,7.6,20.6,13.8,14.6,1.6,4.1,13.8,20.2,0.5,0.5,1,0.081,-1.2,1.6,0.5,0.4
2018,Tyler Cavanaugh,PF,23,ATL,13,130,15.7,0.659,0.618,0.059,5.2,19.3,12.2,14.8,0.8,0.7,5.4,12.4,0.4,0.1,0.5,0.166,2.6,-1.3,1.2,0.1
2018,Mario Chalmers,PG,31,MEM,21,505,10.2,0.461,0.396,0.333,0.7,13.9,7.3,25.2,2.7,0.5,16.1,19.9,-0.3,0.6,0.3,0.027,-2.4,0,-2.4,0
2018,Tyson Chandler,C,35,PHO,18,455,15.6,0.669,0,0.453,12.1,27.9,19.8,4.7,0.5,1.9,16.9,11.2,0.9,0.3,1.2,0.13,-0.6,-0.4,-1,0.1
2018,Wilson Chandler,SF,30,DEN,18,545,10.1,0.533,0.396,0.239,4.4,11.8,8,12.3,0.8,1.1,15.9,13.8,0.4,0.3,0.7,0.06,-0.8,-0.7,-1.5,0.1
2018,Marquese Chriss,PF,20,PHO,24,481,10,0.492,0.4,0.244,4,20.4,12.1,8.1,1.5,4.4,15.3,15.1,-0.1,0.4,0.3,0.032,-2.9,1.4,-1.5,0.1
2018,Ian Clark,SG,26,NOP,20,298,6.2,0.449,0.531,0.125,0.8,9,5,13.3,1.3,0.3,12.9,17,-0.3,0.1,-0.1,-0.021,-3.7,-2.2,-6,-0.3
2018,Jordan Clarkson,SG,25,LAL,22,504,19.2,0.567,0.269,0.21,4,9.3,6.7,23.1,1.4,0,11.9,27.7,0.8,0.5,1.3,0.123,2.2,-2.4,-0.1,0.2
2018,Gian Clavell,SG,24,DAL,7,64,7.7,0.53,0.833,0.111,1.6,10.7,6,7.1,1.6,0,9.6,14.6,0,0.1,0.1,0.053,-1.4,-1.3,-2.7,0
2018,Antonius Cleveland,SG,23,DAL,6,25,8.7,0.444,0,0.8,8.4,13.7,10.9,11.8,2,0,12.9,13.9,0,0,0,0.056,-4.2,0.7,-3.5,0
2018,John Collins,PF,20,ATL,21,484,20.4,0.622,0.006,0.27,15.3,19.6,17.4,5.8,1.4,3.5,13.7,20.5,1.2,0.4,1.6,0.158,0.8,0,0.8,0.3
2018,Zach Collins,C,20,POR,7,34,-14.2,0.167,0.333,0,6.5,12.6,9.6,7.8,0,0,40,19.2,-0.3,0,-0.2,-0.316,-14.6,-0.9,-15.5,-0.1
2018,Darren Collison,PG,30,IND,23,735,16.7,0.569,0.321,0.276,2.5,8.4,5.5,27.9,1.9,0.3,13,16.9,1.8,0.4,2.2,0.142,2.4,-1.4,1,0.6
2018,Nick Collison,PF,37,OKC,3,15,22.5,1.042,0,1,7.3,23.6,15.1,20.4,0,0,25.8,11.2,0.1,0,0.1,0.292,2.2,-1.5,0.7,0
2018,Mike Conley,PG,30,MEM,12,373,16,0.52,0.458,0.393,0,8.5,4.2,22.8,1.6,0.7,8.4,26.6,0.4,0.3,0.7,0.085,1.5,-3,-1.5,0
2018,Pat Connaughton,SG,25,POR,23,449,11.2,0.611,0.565,0.122,1.2,11.5,6.4,9,0.4,1.1,10.4,13.1,0.7,0.5,1.2,0.129,-0.1,-0.3,-0.4,0.2
2018,Quinn Cook,PG,24,GSW,3,19,12.5,0.6,0.4,0,0,10.7,5.8,34.7,0,0,16.7,13.6,0,0,0.1,0.147,-0.2,-5.2,-5.5,0
2018,Charles Cooke,SG,23,NOP,2,5,8.8,0.25,0.5,0,0,0,0,30.9,9.6,0,0,34.8,0,0,0,-0.194,-6.5,-3.7,-10.3,0
2018,Jack Cooley,PF,26,SAC,1,2,49.7,0.532,0,2,0,60.6,28.8,64.3,0,0,0,42.3,0,0,0,0.536,13.6,5.9,19.5,0
2018,Matt Costello,C,24,SAS,1,11,16.4,1,0,0,0,50.8,25.4,0,0,15.2,0,4.1,0,0,0.1,0.249,-7.3,4.4,-2.9,0
2018,DeMarcus Cousins,C,27,NOP,23,819,22.8,0.566,0.348,0.391,6.5,30.8,19,23.9,2,3.6,17.7,33.5,0.7,1.3,2,0.119,1.6,3,4.6,1.4
2018,Robert Covington,PF,27,PHI,22,698,15.2,0.605,0.658,0.167,3.5,16.7,10.2,8.1,2.4,1.8,12.9,18.8,0.9,1,2,0.135,2.2,1.2,3.4,1
2018,Allen Crabbe,SG,25,BRK,19,517,12.9,0.568,0.607,0.188,1.8,13.7,7.5,8.1,1.1,0.7,8.8,18.2,0.6,0.2,0.8,0.077,0.7,-1.5,-0.7,0.2
2018,Torrey Craig,SF,27,DEN,1,6,-4.9,0,1,0,0,18.8,9.3,0,0,0,0,7.1,0,0,0,-0.149,-10.3,-4.1,-14.4,0
2018,Jamal Crawford,SG,37,MIN,23,400,14.4,0.542,0.432,0.239,1.7,5.6,3.6,18.2,1.7,0.4,13.7,24.7,0.4,0.1,0.5,0.059,0.7,-4,-3.3,-0.1
2018,Jordan Crawford,SG,29,NOP,2,37,16.3,0.643,0.357,0,6.1,2.9,4.5,36.9,0,2.2,22.2,21.2,0.1,0,0.1,0.13,1.4,-4.8,-3.3,0
2018,Jae Crowder,SF,27,CLE,23,594,9.2,0.537,0.512,0.315,3.4,10.3,7,5.3,1.2,0.1,11.1,15.5,0.4,0.2,0.6,0.046,-0.8,-2.1,-3,-0.1
2018,Dante Cunningham,SF,30,NOP,23,514,8,0.504,0.577,0.144,4.4,14.1,9.4,3.6,1.1,1,4.8,10.5,0.3,0.3,0.6,0.057,-1.7,-0.5,-2.2,0
2018,Stephen Curry,PG,29,GSW,21,685,26.6,0.632,0.534,0.367,2.3,14.4,8.9,30,2.5,0.5,13.1,31.1,2.9,0.9,3.7,0.262,7.8,-1.1,6.7,1.5
2018,Troy Daniels,SG,26,PHO,24,360,9.2,0.602,0.803,0.033,0.8,6.2,3.5,4.1,0.6,0,10.8,15.8,0.4,-0.1,0.3,0.039,0.7,-4.4,-3.7,-0.2
2018,Anthony Davis,PF,24,NOP,21,733,28.8,0.646,0.116,0.493,7.7,26.2,17.3,12.8,1.6,4.1,10.1,27.1,2.9,1,3.9,0.256,3.6,1.7,5.3,1.4
2018,Deyonta Davis,C,21,MEM,9,106,16.3,0.623,0,0.28,5.4,26.5,15.9,6.2,1.4,6.1,9.7,13.5,0.2,0.2,0.4,0.163,-2.8,2.9,0.1,0.1
2018,Ed Davis,PF,28,POR,23,406,15.3,0.535,0,0.442,17.1,27.7,22.5,3.3,1.3,3.4,17.6,13.4,0.5,0.8,1.3,0.158,-2.6,2,-0.6,0.1
2018,Dewayne Dedmon,C,28,ATL,20,487,18.3,0.661,0.19,0.209,9,27.2,18,9.2,0.8,3.2,17.3,18.2,0.9,0.4,1.4,0.134,0.3,0.7,1,0.4
2018,Sam Dekker,SF,23,LAC,18,185,7.7,0.413,0.46,0.127,6.5,15.9,11.1,5.7,2.1,1.4,13.1,18,-0.3,0.1,-0.1,-0.028,-4.1,-1.4,-5.5,-0.2
2018,Malcolm Delaney,PG,28,ATL,17,347,7.7,0.481,0.412,0.282,1.6,9.5,5.5,13.5,2,0.5,18,14.7,-0.2,0.1,0,-0.005,-3.2,-0.7,-3.9,-0.2
2018,Matthew Dellavedova,PG,27,MIL,13,260,7.7,0.501,0.439,0.167,3.2,9.6,6.4,22.2,0.6,0,22.9,16.3,-0.1,0.1,0,0.003,-2.7,-3.5,-6.2,-0.3
2018,Luol Deng,SF,32,LAL,1,13,5.6,0.5,0,0,0,0,0,10.1,3.6,0,33.3,9.6,0,0,0,-0.008,-7.3,-1.2,-8.5,0
2018,DeMar DeRozan,SG,28,TOR,21,720,21.7,0.566,0.155,0.41,3,11.3,7.3,22.3,1.8,0.5,11.6,30.1,1.8,0.7,2.4,0.162,2.3,-0.7,1.6,0.7
2018,Cheick Diallo,PF,21,NOP,14,109,9.3,0.563,0,0.188,8.3,24.5,16.7,4,0,0.8,16.8,16.6,0,0.1,0.1,0.041,-5.3,-2.6,-7.9,-0.2
2018,Gorgui Dieng,C,28,MIN,20,333,16.2,0.572,0.2,0.39,11.7,19.7,15.7,10.7,1.6,0.5,14,17.9,0.7,0.2,0.9,0.125,1.3,-0.8,0.5,0.2
2018,Spencer Dinwiddie,PG,24,BRK,21,549,18.2,0.538,0.491,0.301,2.8,9.8,6.2,36.1,1.4,1.3,9.3,20.4,1.5,0.3,1.8,0.155,3.7,-1.7,2,0.6
2018,Tyler Dorsey,SG,21,ATL,7,46,3.7,0.45,0.688,0.25,2.4,12.4,7.4,6.2,0,0,18.4,20.8,-0.1,0,-0.1,-0.11,-5.6,-4.7,-10.3,-0.1
2018,Damyean Dotson,SG,23,NYK,13,87,10.5,0.542,0.4,0.033,2.7,15,9.1,8.6,0,0,9,16.8,0.1,0,0.1,0.06,-1.2,-2.7,-4,0
2018,Goran Dragic,PG,31,MIA,22,715,16.4,0.552,0.318,0.267,2.5,10.9,6.7,24.3,1.2,0.2,13.2,25.1,0.9,0.6,1.5,0.103,1.1,-0.9,0.2,0.4
2018,Andre Drummond,C,24,DET,22,734,22.7,0.577,0.009,0.465,16.5,35.4,25.7,17.9,2.4,3.3,20.9,20.6,1.4,1.5,2.9,0.191,1.1,5.6,6.6,1.6
2018,Jared Dudley,PF,32,PHO,9,124,14.2,0.67,0.591,0.273,3.3,15.4,9.2,19.7,2.3,1.3,16.9,9.8,0.3,0.1,0.4,0.138,1.3,0,1.3,0.1
2018,Kris Dunn,PG,23,CHI,17,456,12.7,0.483,0.204,0.102,2.7,16.3,9.1,28.9,3.8,0.8,20.9,25,-0.8,0.6,-0.2,-0.02,-2.9,1.5,-1.4,0.1
2018,Kevin Durant,SF,29,GSW,18,619,24.1,0.644,0.338,0.273,2,17.7,10.5,21.7,1,4.9,14.9,28.4,1.7,0.8,2.5,0.196,3.5,0.9,4.4,1
2018,Henry Ellenson,PF,21,DET,8,84,10.4,0.482,0.487,0.026,1.3,30.7,15.6,9.2,1.8,0,13.2,23.7,-0.1,0.1,0,0.01,-4.5,-1.1,-5.6,-0.1
2018,Wayne Ellington,SG,30,MIA,22,429,14.7,0.628,0.894,0.113,1,9.5,5.3,8.1,1.5,0.2,5.7,16.4,0.9,0.4,1.3,0.141,3,-1.4,1.7,0.4
2018,Joel Embiid,C,23,PHI,19,564,23.3,0.567,0.168,0.464,9.4,29.7,19.7,18.6,1.2,4.8,17,34.1,0.7,1,1.7,0.143,0.3,2.7,3,0.7
2018,James Ennis,SF,27,MEM,21,537,11.3,0.625,0.37,0.31,5.4,11.5,8.4,7.4,1.2,0.9,13.7,11.3,0.8,0.4,1.2,0.104,-0.1,0.1,0,0.3
2018,Tyler Ennis,PG,23,LAL,10,56,11.4,0.434,0.211,0.211,1.9,11.1,6.5,20,3.3,1.4,12.6,17.6,0,0.1,0.1,0.054,-4.3,0.7,-3.5,0
2018,Jawun Evans,PG,21,LAC,14,176,6,0.423,0.219,0.328,0.6,10.3,5.4,14.6,2,0.5,14.1,21.1,-0.3,0.1,-0.2,-0.049,-5.4,-2.4,-7.8,-0.3
2018,Tyreke Evans,SG,28,MEM,22,638,22.1,0.587,0.321,0.271,4,16.1,10,25.9,1.8,1,11.4,27.3,1.5,0.6,2.1,0.157,4.4,-0.4,4.1,1
2018,Kenneth Faried,PF,28,DEN,19,263,19.3,0.62,0,0.444,12.9,22.3,17.5,4.1,1.1,1.7,11.8,17.9,0.7,0.2,0.9,0.168,-0.5,-2,-2.4,0
